analysis_id,video_id,video_title,hook_3_seconds,pain_point,customer_type,video_structure,title_pattern,comment_trigger,viral_reason,turning_point,closing_factor,viral_score,reusability_score,analyzed_at,source_video_id
VA_dy_v002_20260720173957181570,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:57.181545+08:00,
VA_dy_v003_20260720173957186919,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:57.186900+08:00,
VA_dy_v001_20260720173957196306,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:57.196291+08:00,
VA_dy_v002_20260720173957202466,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:57.202447+08:00,
VA_dy_v003_20260720173957213324,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:57.213289+08:00,
VA_dy_v001_20260720173957222880,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:57.222859+08:00,
VA_dy_v002_20260720173957228864,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:57.228843+08:00,
VA_dy_v003_20260720173957236391,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:57.236373+08:00,
VA_dy_v001_20260720173957250157,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:57.250139+08:00,
VA_dy_v002_20260720173957255883,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:57.255859+08:00,
VA_dy_v003_20260720173957266297,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:57.266274+08:00,
VA_dy_v001_20260720173957276510,dy_v001,别墅光伏安装实拍,数字对比：电费从3000降到300,城市别墅业主电费高但不知道光伏能省多少,别墅业主,痛点开场 → 方案展示 → 数据对比 → 客户见证 → 引导咨询,数字对比型：我家XX平米装了光伏，一年省了X万,评论里很多人问'我家能装吗'——制造了代入感,强数字对比 + 真实案例 + 本地信任感,第15秒展示电费账单对比,本地案例 + 可上门测量,100,80,2026-07-20T17:39:57.276450+08:00,
VA_dy_v002_20260720173957285032,dy_v002,阳光房光伏改造案例,场景痛点：阳光房太晒怎么办？一个方案解决两个问题,阳光房夏天太热、冬天太冷,阳光房/露台业主,场景展示 → 问题提出 → 解决方案 → 效果展示 → 引导咨询,场景痛点型：阳光房太晒？装光伏一举两得,很多人有阳光房但不知道能装光伏,差异化场景 + 一石二鸟（遮阳+发电）,第10秒展示装光伏前后的温度对比,遮阳+发电双重价值,100,80,2026-07-20T17:39:57.285013+08:00,
VA_dy_v003_20260720173957295194,dy_v003,家庭光伏安装流程,悬念式：光伏到底能不能省电？我用一年数据告诉你,普通家庭担心装了没用、回本慢,城市家庭,悬念开场 → 安装过程 → 数据展示 → 答疑 → CTA,疑问解答型：普通家庭装光伏，一年后我后悔了吗？,用真实数据打消疑虑，评论区变成咨询台,争议性话题 + 真实数据 + 情感共鸣,第20秒展示电费对比图,用真实用户数据建立信任,100,60,2026-07-20T17:39:57.295175+08:00,
